,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1,40.885982754000814,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
2,1.837688619674758,85.79097195243861,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
3,21.54884116123697,74.79685913861584,11.439427136658619,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
4,35.150567081406514,20.454529379585406,70.84381595798621,53.24192768150328,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
5,1.7017873046555423,76.92771524869333,23.968316183957963,3.472319588090932,44.303432543564234,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
6,4.00021460222694,54.70861745735712,42.7527598232355,30.469770664371804,18.710794825610876,27.50215775834076,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
7,16.008215029353607,86.0703606526384,2.248544247444264,2.0123306055053467,31.71668706338216,5.454600548934782,28.40655472904156,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
8,13.127317313038258,80.93258446573931,1.9551554791250445,0.2369031411452787,27.124121505457843,3.386984699928044,20.370514310692194,15.286127752878064,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
9,35.906517554424155,30.012209137880244,43.09107082204584,40.48238852544942,14.212882087285395,40.402244405251196,27.83714381949336,47.30131742994248,44.802123896823765,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
10,7.07094777489901,34.367927720594594,8.946042623521551,0.8486294276869875,37.7558318072272,13.143677308974137,29.669354196543967,26.842216060242052,29.684760226438943,6.335609968358481,1000.0,1000.0,1000.0,1000.0,1000.0
11,37.26221163438332,75.22783756313592,35.504101304901475,17.38036981344632,57.72410127789361,47.418251505454144,16.741139632628204,52.33407689574368,64.58498941116163,44.02004227811152,30.769313199353096,1000.0,1000.0,1000.0,1000.0
12,6.072355985475954,17.249851710750672,37.26054637918154,16.81458985889852,8.264212168991182,19.620190257039756,10.005846288226985,44.403930536929295,33.35427167260163,27.550398046255182,21.043844851136427,70.54645081613744,1000.0,1000.0,1000.0
13,11.866059648269326,47.649977058050894,45.561812396730815,17.538805698399475,29.39590189648894,19.61154553333722,15.331143503034465,3.896942680417954,0.3305717376484297,27.289336525141902,24.18761402487984,70.82004110256216,3.794248440897728,1000.0,1000.0
14,0.25694456691410483,35.804383889238906,24.56069731951619,9.129536637508442,40.34968764283987,2.38449642575346,18.62505778145758,18.50215814187467,18.86421822734135,18.874096681356516,11.655321092978905,42.647803838409054,8.365728506464144,13.183042785509288,1000.0
